date,station,latitude,longitude,elevation,district,river,basin,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_api,rainfall_anomaly_7d,soil_moisture_top,soil_moisture_root,soil_moisture_top_3d_mean,soil_moisture_top_anomaly,river_discharge,discharge_lag_1d,discharge_lag_3d,discharge_rolling_max_3d,discharge_rise_rate_1d,discharge_percentile,slope,aspect,drainage_density,distance_to_stream,land_cover,soil_type,flood_label,label_confidence,flood_event_id,data_quality_flag,ground_rainfall_mm_boyce_estate,ground_rainfall_mm_vannapuram,ground_rainfall_mm_nearest_available
2001-01-01,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,0.05,0.05,0.05,0.05,0.05,-0.3,0.67,0.61,0.67,-0.1130209481808158,2.662606,0.0,0.0,2.662606,2.662606,25.846841811067637,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-02,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.04,0.09,0.09,0.09,0.09,0.08,-0.225,0.67,0.61,0.67,-0.1130209481808158,2.399,2.662606,0.0,2.662606,-0.0990030068286482,23.10229178311906,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-03,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.11,0.11,0.11,0.11,0.09,-0.1466666666666666,0.67,0.61,0.67,-0.1130209481808158,2.399,2.399,0.0,2.662606,0.0,23.10229178311906,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-04,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.11,0.1699999999999999,0.22,0.22,0.22,0.19,-0.165,0.67,0.61,0.67,-0.1130209481808158,2.4843562,2.399,2.662606,2.4843562,0.035579908295123,23.912800447177197,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-05,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.1599999999999999,0.25,0.25,0.25,0.19,-0.1,0.66,0.6,0.6666666666666666,-0.1230209481808158,2.248,2.4843562,2.399,2.4843562,-0.0951378067283588,21.06204583566238,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-06,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.3,0.4399999999999999,0.55,0.55,0.55,0.46,-0.0916666666666666,0.66,0.6,0.6633333333333334,-0.1230209481808158,1.828,2.248,2.399,2.4843562,-0.1868327402135231,14.309670206819453,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-07,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.06,0.39,0.61,0.61,0.61,0.45,0.0,0.66,0.6,0.66,-0.1230209481808158,1.763,1.828,2.4843562,2.248,-0.0355579868708972,13.11906092789268,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-08,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.36,0.5599999999999999,0.61,0.61,0.38,0.0262499999999999,0.66,0.59,0.66,-0.1230209481808158,1.7875786,1.763,2.248,1.828,0.0139413499716393,13.616545556176634,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-09,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.06,0.52,0.61,0.61,0.33,0.0455555555555556,0.66,0.59,0.66,-0.1230209481808158,1.699,1.7875786,1.828,1.7875786,-0.0495522826241038,11.83342649524874,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-10,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.5,0.61,0.61,0.28,0.073,0.65,0.59,0.6566666666666666,-0.1330209481808159,2.3,1.699,1.763,2.3,0.3537374926427308,21.70486305198435,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-11,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.03,0.42,0.64,0.64,0.27,0.0127272727272727,0.65,0.58,0.6533333333333333,-0.1330209481808159,1.8487604,2.3,1.7875786,2.3,-0.1961911304347825,14.723309111235327,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-12,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,0.08,0.44,0.69,0.69,0.28,0.0375,0.64,0.58,0.6466666666666666,-0.1430209481808159,1.812,1.8487604,1.699,2.3,-0.0198838097137952,14.01900503074343,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-13,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.31,0.39,0.45,1.0,1.0,0.54,-0.0884615384615385,0.63,0.58,0.64,-0.1530209481808159,1.828,1.812,2.3,1.8487604,0.0088300220750551,14.309670206819453,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-14,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.12,0.48,0.51,1.12,1.12,0.58,-0.05,0.61,0.58,0.6266666666666667,-0.1730209481808159,1.575,1.828,1.8487604,1.828,-0.1384026258205689,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-15,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,2.71,3.14,3.22,3.78,3.83,3.21,1.4326666666666663,0.6,0.58,0.6133333333333333,-0.1830209481808159,1.773868,1.575,1.812,1.828,0.1262653968253968,13.337059809949691,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-16,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,7.49,10.32,10.71,11.23,11.32,10.21,5.7575,0.7,0.59,0.6366666666666667,-0.0830209481808159,1.8621808,1.773868,1.828,1.8621808,0.0497854406303061,14.913359418669646,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-17,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.07,10.27,10.78,11.28,11.39,8.75,6.089999999999999,0.65,0.59,0.65,-0.1330209481808159,1.7851895,1.8621808,1.575,1.8621808,-0.0413446964977836,13.53828954723309,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-18,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,7.56,10.75,11.17,11.39,7.44,6.320555555555556,0.64,0.59,0.6633333333333334,-0.1430209481808159,1.7994831,1.7851895,1.773868,1.8621808,0.0080067690292823,13.806595863610957,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-19,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.07,10.7,11.14,11.39,6.32,6.503684210526314,0.63,0.58,0.64,-0.1530209481808159,1.6545699,1.7994831,1.8621808,1.7994831,-0.0805304589968085,10.888764673001678,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-20,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,10.39,10.840000000000002,11.39,5.38,6.403499999999999,0.62,0.58,0.63,-0.1630209481808159,1.6633242,1.6545699,1.7851895,1.7994831,0.0052909822667509,11.034097261039689,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-21,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,10.27,10.78,11.39,4.57,6.473333333333333,0.61,0.58,0.62,-0.1730209481808159,1.399,1.6633242,1.7994831,1.6633242,-0.1589132172789886,7.501397428731135,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-22,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,7.56,10.78,11.39,3.88,3.935909090909092,0.59,0.57,0.6066666666666666,-0.1930209481808159,1.6389465,1.399,1.6545699,1.6633242,0.1715128663330951,10.665176076020124,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-23,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.07,10.78,11.39,3.3,-3.396521739130435,0.57,0.57,0.59,-0.2130209481808159,1.6323661,1.6389465,1.6633242,1.6389465,-0.004015018183937,10.586920067076578,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-24,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.01,0.01,10.79,11.4,2.82,-3.3150000000000004,0.56,0.57,0.5733333333333334,-0.2230209481808158,1.8516241,1.6323661,1.399,1.8516241,0.1343191334345891,14.779206260480716,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-25,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.39,0.4,0.4,11.15,11.79,2.78,-2.9012,0.55,0.57,0.5599999999999999,-0.2330209481808158,1.833827,1.8516241,1.6389465,1.8516241,-0.0096116160942169,14.443823365008384,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-26,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.38,1.7799999999999998,1.7799999999999998,12.48,13.17,3.75,-1.7657692307692303,0.54,0.57,0.55,-0.2430209481808158,1.637,1.833827,1.6323661,1.8516241,-0.1073312804315783,10.642817216321967,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-27,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.4,2.17,2.18,12.57,13.57,3.58,-1.3381481481481483,0.57,0.57,0.5533333333333333,-0.2130209481808159,1.699,1.637,1.8516241,1.833827,0.0378741600488699,11.83342649524874,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-28,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,1.83,2.23,12.500000000000002,13.62,3.1,-1.1750000000000005,0.55,0.57,0.5533333333333333,-0.2330209481808158,1.699,1.699,1.833827,1.699,0.0,11.83342649524874,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-29,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.2,0.6499999999999998,2.43,9.99,13.82,2.83,-0.9058620689655176,0.54,0.57,0.5533333333333333,-0.2430209481808158,1.8021636,1.699,1.637,1.8021636,0.0607201883460859,13.862493012856344,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-30,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.2699999999999998,2.45,2.52,13.84,2.43,-0.7793333333333337,0.53,0.56,0.54,-0.2530209481808159,1.575,1.8021636,1.699,1.8021636,-0.1260504873142483,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-01-31,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.2399999999999998,2.46,2.47,13.81,2.08,-0.7623333333333333,0.52,0.56,0.5299999999999999,-0.2630209481808159,1.6293409,1.575,1.699,1.8021636,0.0345021587301588,10.53102291783119,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-01,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.57,1.61,3.64,4.04,15.34,3.34,0.0606666666666666,0.52,0.56,0.5233333333333333,-0.2630209481808159,1.529955,1.6293409,1.8021636,1.6293409,-0.0609976095241948,9.2230296254891,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-02,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.92,3.51,4.18,5.96,17.240000000000002,4.76,0.157333333333332,0.55,0.56,0.5300000000000001,-0.2330209481808158,4.044455,1.529955,1.575,4.044455,1.6435123908873135,32.56567915036333,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-03,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.34,4.83,5.12,7.3,18.47,5.39,0.8103333333333333,0.57,0.56,0.5466666666666667,-0.2130209481808159,3.799606,4.044455,1.6293409,4.044455,-0.0605394299108286,31.70486305198435,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-04,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.06,4.319999999999999,6.130000000000001,8.36,19.5,5.64,1.580000000000001,0.57,0.56,0.5633333333333334,-0.2130209481808159,4.216,3.799606,1.529955,4.216,0.1095887310421134,33.20290665176076,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-05,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.53,2.93,6.46,8.89,19.73,5.32,1.8563333333333327,0.57,0.56,0.57,-0.2130209481808159,1.8503593,4.216,4.044455,4.216,-0.5611102229601518,14.75684740078256,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-06,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,1.59,6.44,8.89,19.67,4.52,1.8503333333333325,0.56,0.56,0.5666666666666667,-0.2230209481808158,1.8406184,1.8503593,3.799606,4.216,-0.0052643289333049,14.61151481274455,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-07,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.5299999999999998,6.42,8.88,19.67,3.85,1.830333333333333,0.54,0.56,0.5566666666666666,-0.2430209481808158,1.763,1.8406184,4.216,1.8503593,-0.0421697403437889,13.11906092789268,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-08,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,4.85,8.49,19.67,3.27,0.2603333333333326,0.53,0.56,0.5433333333333333,-0.2530209481808159,1.699,1.763,1.8503593,1.8406184,-0.0363017583664207,11.83342649524874,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-09,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,2.93,7.109999999999999,19.67,2.78,-1.6596666666666673,0.52,0.56,0.53,-0.2630209481808159,1.8115674,1.699,1.8406184,1.8115674,0.0662550912301353,14.007825600894355,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-10,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,1.59,6.710000000000001,19.64,2.36,-2.9926666666666675,0.51,0.56,0.52,-0.2730209481808159,1.575,1.8115674,1.763,1.8115674,-0.1305871368628073,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-11,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.53,6.66,19.59,2.01,-4.041,0.51,0.56,0.5133333333333333,-0.2730209481808159,1.575,1.575,1.699,1.8115674,0.0,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-12,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0,6.460000000000001,19.28,1.71,-4.498666666666667,0.5,0.55,0.5066666666666667,-0.2830209481808159,1.8609957,1.575,1.8115674,1.8609957,0.1815845714285714,14.879821129122414,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-13,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.0299999999999997,0.03,6.47,19.19,1.48,-4.447666666666666,0.49,0.55,0.5,-0.2930209481808159,1.5839773,1.8609957,1.575,1.8609957,-0.1488549382462302,9.927333705980995,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-14,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.0399999999999997,0.04,6.46,16.49,1.27,-3.8076666666666665,0.49,0.55,0.4933333333333333,-0.2930209481808159,1.5902762,1.5839773,1.575,1.8609957,0.0039766352712251,10.09502515371716,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-15,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.0599999999999997,0.06,4.91,9.02,1.1,-2.044666666666666,0.48,0.55,0.4866666666666666,-0.3030209481808159,1.343,1.5902762,1.8609957,1.5902762,-0.1554926119123206,6.89770821688094,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-16,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0299999999999997,0.06,2.99,8.95,0.93,-2.028333333333333,0.47,0.55,0.48,-0.3130209481808159,1.235,1.343,1.5839773,1.5902762,-0.0804169769173491,5.5785354946897705,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-17,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0199999999999997,0.06,1.65,8.95,0.79,-2.028333333333333,0.46,0.55,0.47,-0.3230209481808159,1.182,1.235,1.5902762,1.343,-0.0429149797570851,5.030743432084964,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-18,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.06,0.5900000000000001,8.95,0.67,-2.028333333333333,0.46,0.55,0.4633333333333334,-0.3230209481808159,1.131,1.182,1.343,1.235,-0.0431472081218273,4.3376187814421465,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-19,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.06,0.06,8.95,0.57,-2.028333333333333,0.45,0.55,0.4566666666666667,-0.3330209481808159,1.117324,1.131,1.235,1.182,-0.0120919540229885,4.114030184460592,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-20,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.03,0.06,8.95,0.49,-2.058333333333333,0.44,0.55,0.45,-0.3430209481808159,1.131,1.117324,1.182,1.131,0.0122399590450039,4.3376187814421465,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-21,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0199999999999999,0.06,8.95,0.41,-2.068333333333333,0.44,0.55,0.4433333333333333,-0.3430209481808159,1.082,1.131,1.131,1.131,-0.0433244916003536,3.733929569591951,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-22,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0,0.06,8.95,0.35,-2.088333333333333,0.43,0.55,0.4366666666666667,-0.3530209481808159,1.0895023,1.082,1.117324,1.131,0.0069337338262475,3.812185578535495,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-23,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.0199999999999997,0.02,0.08,8.959999999999999,0.32,-2.0706666666666664,0.43,0.55,0.4333333333333333,-0.3530209481808159,1.033,1.0895023,1.131,1.0895023,-0.0518606523363925,2.9569591950810508,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-24,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.0399999999999997,0.04,0.1,8.59,0.29,-1.9643333333333333,0.43,0.55,0.43,-0.3530209481808159,1.033,1.033,1.082,1.0895023,0.0,2.9569591950810508,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-25,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.0499999999999997,0.05,0.11,7.220000000000001,0.26,-1.6346666666666667,0.42,0.55,0.4266666666666667,-0.3630209481808159,1.131,1.033,1.0895023,1.131,0.0948693126815102,4.3376187814421465,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-26,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0299999999999997,0.05,0.11,6.82,0.22,-1.5413333333333332,0.42,0.55,0.4233333333333333,-0.3630209481808159,1.235,1.131,1.033,1.235,0.0919540229885058,5.5785354946897705,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-27,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0099999999999997,0.05,0.08,6.7700000000000005,0.19,-1.5296666666666667,0.42,0.55,0.42,-0.3630209481808159,1.235,1.235,1.033,1.235,0.0,5.5785354946897705,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-02-28,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.05,0.07,6.57,0.16,-1.483,0.41,0.55,0.4166666666666667,-0.3730209481808159,1.182,1.235,1.131,1.235,-0.0429149797570851,5.030743432084964,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-03-01,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.05,0.05,6.550000000000001,0.13,-1.4783333333333335,0.41,0.55,0.4133333333333333,-0.3730209481808159,1.4824387,1.182,1.235,1.4824387,0.2541782571912015,8.619340413638904,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
2001-03-02,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.03,0.05,6.53,0.11,-1.4936666666666667,0.41,0.55,0.41,-0.3730209481808159,1.4147868,1.4824387,1.235,1.4824387,-0.0456355463467057,7.724986025712689,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0,,,
